,company,position,url,location,Job Description
100, Chase,Business/Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=902&ao=133122&s=58&guid=000001676bafd1fdb6dbbabe4b13431f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_504f4251&cb=1543699944390&jobListingId=3036879203," – Lewisville, TX","Our Global Technology Infrastructure group is a team of innovators who love technology as much as you do. Together, you’ll use a disciplined, innovative and a business focused approach to develop a wide variety of high-quality products and solutions. You’ll work in a stable, resilient and secure operating environment where you—and the products you deliver—will thrive. 
 
As an experienced Information Architect professional, your mission is to help lead our team of innovators and technologists toward creating next-level solutions that improve the way our business is run. Your deep knowledge of design, analytics, development, coding, testing and application programming will help your team raise their game, meeting your standards, as well as satisfying both business and functional requirements. Your expertise in various technology domains will be counted on to set strategic direction and solve complex and mission critical problems, internally and externally. Your quest to embracing leading-edge technologies and methodologies inspires your team to follow suit. And best of all, you’ll be able to harness massive amounts of brainpower through our global network of technologists from around the world.
Responsibilities of the Role

Subject matter expertise in technology infrastructure (Compute, Storage, backup, network, cloud) and asset lifecycle management
Understand and deliver data modeling requirements – physical and logical data modeling
Drive data quality enhancements at scale to solve business problems in a prioritized manner
Build and support data flow integration between different products increasing the capabilities of our product and expanding its use across the firm
Ability to understand and deliver client requirements end to end for reference data and data lake aligned use cases
Ensure proper risk management process is adhered too, to mitigate risk exposure for the firm
Client centric focus – ensure a positive user experience by our consumers

Technology Infrastructure Expertise

Ability to understand in depth how technology products are delivered (e.g. virtual server infrastructure technology, block storage, industry leading cloud providers) 
Ability to understand what data needs to be collected and how it can be collected to meet the firm’s requirements
Understand of disaster recovery (DR) requirements, how a technology organization would plan and assess readiness for DR scenarios – including technology products used to achieve DR readiness
Strong Data Architecture experience

Advanced understanding of reference data, data lake, and other information system solutions
Experience integrated multiple systems together to create an intelligent and resilient information system solution
Ability to use industry standard tools to create logical and physical data models for technology infrastructure and reference data
Information System Design

Experience delivering or supporting information systems using extract, translate, load (ETL) and publishing methods
Understanding the right technical solution to represent the data appropriately to meet the client requirement
Experience with performance tuning of information systems (e.g. streamlining ETLs to run faster)
Data Quality Experience

Understanding the core concepts of data quality–how to measure improve
Ability to analyze data for data quality gaps
Understanding what data quality issues pose the greatest risks to the firm’s operations and raising those to governance effectively 
Soft Skills/attributes required for this Role

Experience at a large multinational company
Collaborative personality – ability to deliver in coordination with many different teams
Strong communication skills – ability to provide clarity and focus to projects while working with both engineering groups as well as senior management
Strong presentation skills – ability to create professional presentations and present clear stories to large audiences
Self-motivated – desire to take on increasing responsibility over time
Autonomous – ability to understand their role in depth and make decisions independently 
 
 
When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world. 
 
At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you. "
101, Fred's,"Data Scientist, Forecasting & Planning",https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=37049&s=58&guid=000001676baf68e5b6fb059eab36ebdc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b55b105f&cb=1543699917499&jobListingId=2984164532," – Dallas, TX","Position Purpose:

Freds Inc. is a leading discount general merchandise store and pharmacy in the Southeastern U.S. with approximately $2 billion in revenue and 600 stores.

The Data Scientist will work closely with a variety of internal teams to enhance the ability of those teams to make better decisions. The Data Scientist will develop innovative analytical approaches to merchandising, supply chain, marketing, and pricing strategies. The Data Scientist will create practical methods to forecast demand, understand customer preferences, analyze demand elasticity, and optimize data to inform major business decisions. The Data Scientist must be able to conduct advanced quantitative analysis with an eye towards practical business decision making.
Duties and Responsibilities:


Work directly with the cross functional teams to encourage best practices for the design of experiments and data analysis
Answer complex business questions through appropriate statistical techniques using available data or designing and running experiments to gather data
Provide advanced analysis in assessing and evaluating current and new business opportunities
Develop A/B testing plans for pricing, supply chain, and marketing strategies
Create interactive visualizations and presentations to enhance decision making abilities throughout the company
Present and interpret findings of complex analyses to business leadership teams
Develop novel applications of classification, forecasting, simulation, optimization, and summarization to support business decisions

Knowledge and Skills:


Critical thinker possessing superior analytical abilities with the ability to make logical decisions based on limited information.
Experience working with large data sets and distributed computing tools such as Hadoop, Map/Reduce, Hive, etc
Expert knowledge of analytical tools such as SAS, R, Matlab, and STATA
Advanced knowledge of scripting languages such as Python, Perl, or PHP
Ability to manage multiple projects, while maintaining sufficiently high attention to detail
Familiarity with visualization tools such as Tableau or Spotfire
Familiarity with relational databases and SQL
Flexibility and proven ability to diagnose and resolve issues
Strong history of leadership with intellectual curiosity, ability to think outside the box and challenge the norms and status quo
Hard working, smart, creative, analytical, highly driven, exceptionally organized
Strong communication skills, ability to solve problems, assertive, focused on execution and results driven

Education:


Ph.D. or Masters Degree in a relevant technical field such as Applied Mathematics, Computer Science, Engineering, Physics, or Economics
"
102, Visual BI Solutions Inc,Analytics Intern (Spring 2019) - BI / Analytics / Visualization,https://www.glassdoor.com/partner/jobListing.htm?pos=703&ao=14295&s=58&guid=000001676baf84639ceae971809b4bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_c399edf2&cb=1543699924430&jobListingId=3030636188," – Plano, TX","Location: Plano, TX

Duration: Internship / Immediate Entry Level Hire During Spring 2019

Job Summary:

Visual BI Solutions Inc is seeking Under-Graduate Interns with strong expertise/passion in BI & Analytics Solutions (Visualization Tools like Tableau, Microsoft Power BI) to join our College Recruiting Hiring Program.

In this role, you would be building best-in-class BI, Analytics & Big Data Solutions that would be consumed by leaders and executives of Fortune 500 organizations.

A strong sense of business analysis, ETL, Data Modeling, Data Warehousing, Visualization, Reporting, Advanced Analytics and data interpretation are some of the key attributes we look for.

As a market leader in SAP BI & Analytics - Visual BI is very selective in student hiring and so candidates with portfolio of non-academic project work/technical blogs will be preferred over work experience or academic GPA Scores.

You will be asked to hone your BI & Analytics expertise during your internship and you will be working with some of the best customers and BI talent in the world

Requirements

-Academic Courses in IT BI & Analytics or visualization experience is Preferred

- Visualization tools experience is most sought after (Power BI or Tableau)

-Visual BI will consider your non-academic projects to showcase your experience in these areas

-Experience with Databases like SQL would be a plus

Benefits

Be on the forefront of learning and innovation! You'll have 24x7 access to Visual BI Labs, our learning environment that hosts all leading-edge innovations in BI with excellent training and development opportunities during Internship 10 - 12 weeks of Paid Internship and a potential to become full-time Opportunities to secure full-time roles in BI & Analytics with Visual BI
"
103, Spectraforce Technologies Inc,Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=707&ao=69712&s=58&guid=000001676baf84639ceae971809b4bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2ef3321e&cb=1543699924435&jobListingId=3009668911," – Plano, TX","Title- Data Analyst

Location- Plano, TX

Contract- 7+ Months

Expertise in Data Analysis and Data Management activities. Data Management experience preferred.
Responsible for the design, development and administration of transactional and analytical data constructs/structures and business reports.
Includes expertise in data quality, data organization, metadata, and data profiling.
Demonstrated ability to move from one sequential assignment to the next (work environment and priorities can change quickly depending on business needs).
Demonstrated ability to extract data from systems to reporting platforms.
Works substantially with little supervision or oversight to deliver key milestones. Less than 30 days to self-sufficiency.
Ability to deliver highly technical information to a broader audience beyond the team
Proficient in Python, Jupyter Notebooks, AWS and willingness to learn new enterprise tools for Data Management.
Expertise with querying cloud-based database platforms Snowflake or Redshift preferred.
Optional: Tableau reporting capability and business context critical thinking.
"
104, Union Standard Insurance Group,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=4008&s=58&guid=000001676baebe6daabc77ce246e02ce&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f94f60b9&cb=1543699873810&jobListingId=3008910253," – Irving, TX","

Data Scientist





Location Name

TX, Irving - 222 Las Colinas Boulevard W



ID

2018-2043


Date Posted

2 hours ago(11/30/2018 8:39 PM)


Company

Union Standard Ins. Group



Primary Location


US-TX-Irving


Category

Actuarial




































Responsibilities









The Data Scientist may be responsible for leading or participating in the cross departmental collaboration to define and develop predictive modeling initiatives and building, refining, and improving existing models as well as developing new techniques and applications to different areas of the company. This position leads or participates with cross-departmental collaboration and communication of complex technical models as well as leads or participates with the implementation of the models on behalf of Actuarial & Advanced Analytics including interfacing with Information Services, Underwriting, Claims, Finance, and Sales. Essential Duties & Responsibilities Adapts and develops rating methodologies for both existing and new company products using advanced techniques to incorporate new variables, etc., in pursuit of a competitive advantage and creation of economic profit opportunities. Helps shape the overall advanced analytics strategy for the organization. Identifies, retrieves, and prepares data in support of actuarial analysis through R, SQL, Essbase, and other data sources. Includes internal data (exposure, premium, loss, claims, price, etc.) and various forms of external data (bureau loss costs, bureau trends, macroeconomic data, market share, market pricing, etc.) Ensures the accuracy and suitability of data for the business need at hand. Manipulates data, performs preliminary analysis and interprets data through various analytics platforms. Summarizes and presents recommendations. Supports the transformation of business intelligence tools from static reporting to dashboards, increasing data visualization and availability, supporting cross-division collaboration, and operationalizing advanced analytics. Supports the actuarial function in identifying segments with profitable growth potential and underperforming segments. Assists in proposing corrective actions to improve profitability. Performs advanced analytics and modeling techniques including but not limited to generalized linear modeling and other forms of multivariate analysis. This role is expected to build, refine, and improve existing models as well as develop new techniques and applications to different areas of the company. In additional to regular modeling responsibilities, this person will use critical thinking skills and apply advanced modeling techniques, including but not limited to AI/Machine Learning, to provide insights and solve business problems including techniques such as classification and regression trees, random forests, neural networks, clustering, and other machine learning techniques. May participate in other departmental deliverables and activities such as enterprise risk management (including support for catastrophe management), economic capital modeling, rate reviews, loss reserving, and planning. Provides innovation and leadership when applicable. Leads the innovation and efficiency efforts related to tools and analysis in support of Underwriting’s pricing decisions with respect to large accounts as well as small commercial portfolio price adequacy analyses. Performs other related duties as assigned by management.












Qualifications









Education & ExperienceBachelor's or Master Degree and/or technical degree in areas such as Computer Science, Math, Statistics, Applied Mathematics, or similar studies from a university; 5 years related experience with large data bases, analytical problem solving in a business environment, and with programming models and queries; or equivalent combination of education and work experience is required. Experience with SAS, SQL and other statistical software building models and manipulation of data. Experience in conceptualizing and designing models to address business needs. Knowledge, Skills & AbilitiesAbility to combine learned elements in a new pattern or propose alternative solutions.Experience in leading a statistical/actuarial based analytical projects.Demonstrated excellence in problem solving, analytical, research and quantitative analysis skills.Strong communication skills, written and verbal, including the ability to facilitate meetings and present at the all levels of the organization.Ability to manage multiple projects and timelines across a variety of stakeholders to meet target deliverable deadlines.Regularly and consistently demonstrates commitment to company values and guiding principles.Proficient in and have knowledge of Microsoft Office Suite as well as demonstrated ability to learn other software as needed.Extensive working knowledge of Excel and a basic understanding of SQL or other data management software packages.Working knowledge of specialized actuarial software is highly desired including Arius, R, SAS, Python, MarketStance, and MapInfo.





Options


Create Profile & ApplyApplyShare"
105, UT Southwestern Medical Center,Department Data Analyst Senior,https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=135797&s=58&guid=000001676baebe6daabc77ce246e02ce&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1c3531b1&cb=1543699873827&jobListingId=3042036370," – Dallas, TX","Security
This position is security-sensitive and subject to Texas Education Code 51.215, which authorizes UT Southwestern to obtain criminal history record informationSalary
 Salary NegotiableExperience and Education
Bachelor's degree in Science, Information Management, Healthcare Information, Statistics, Business or closely related field and five (5) years data management/analyst work preferably in a clinical or healthcare related field.

Familiarity with scientific terms (in biology, biochemistry, chemistry, etc.) may be helpful. Master's Degree preferred.Job Duties


Primary data steward responsible for all department databases, source systems and data structures.Responsible for the abstraction of data, analysis of data, and subsequent interpretation of data/ recommendations for consideration by departmental leadership, technical counterparts, and all relevant institutional business users.Ensure accuracy of data and reporting across department functions, mitigating against any audit/data risk by setting processes to validate data an on ongoing basis.Manages departmental projects and serves as primary departmental contact for all reporting/data mining tasks. Defines and maintains project plan and schedules. Monitors compliance with definitions of project scope, timelines, and deliverables. Provides regular project status reports to departmental leadership.Assists Department Data Analysts of lower status with data needs and project coordination.Serves as technical lead and subject matter expert (SME) for all source data systems relevant to department operations. Shares information with department management team on a recurring or as needed basis.Serves as lead technical contact for relevant data points and sources systems for institutional projects/platforms (i.e. EDW, Organizational Dashboards, etc.)Coordinates the data preparation and submission of documents to federal agencies, state agencies, private research funding agencies and other organizations as required by law and contractual vehicle.Responsible for data mapping/data architecture across department data fields and relevant source systems, utilizing process maps and Business Intelligence architecture tools.Leads development of education/training tools that educate team members and institutional partners on generation and/or interpretation of data, statistical analysis and application to decision making to improve organization efficiency and outcomes.

*Other Duties: Performs other duties as assigned.UTSouthwestern Medical Center is committed to an educational and working environment that provides equal opportunity to all members of the University community. In accordance with federal and state law, the University prohibits unlawful discrimination, including harassment, on the basis of: race; color; religion; national origin; sex; including sexual harassment; age; disability; genetic information; citizenship status; and protected veteran status. In addition, it is UTSouthwestern policy to prohibit discrimination on the basis of sexual orientation, gender identity, or gender expression.
"
106, CyberCoders,Principal Software Engineer Data Science,https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=291820&s=58&guid=000001676baebe6daabc77ce246e02ce&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9aaf4ad4&cb=1543699873831&jobListingId=3040594284," – Dallas, TX","Principal Software Engineer Data Science 
Based just north of Dallas, we are a well-known Advertising and analytics company. We are growing at a rapid pace and looking to hire a Data Scientist to design, develop and implement large scale big data science product components as part of analytical products in the cloud and on premises. If you are a Data scientist with experience implementing common and new machine learning, text mining and other data science driven solutions on cloud based technologies, please read on!


What You Will Be Doing
- Implementing common and new machine learning, text mining and other data science driven solutions on cloud based technologies
What You Need for this Position
More Than 7 Years of experience and knowledge of:- Data Science- R/Python/Scala- Web Services and API's- Agile- Machine Learning- AWS
What's In It for You
- Vacation/PTO- Medical- Dental- Vision- Relocation- Bonus- 401k

So, if you are a Data scientist with the appropriate experience, please apply today!
 - Applicants must be authorized to work in the U.S.
CyberCoders, Inc is proud to be an Equal Opportunity Employer

 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 
Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
107, Staff IT Enterprises,Senior Data Scientist Consulting Manager,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=4341&s=58&guid=000001676baef5498bba0c372b6b65f7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_b1d95908&cb=1543699887776&jobListingId=2729845782," – Dallas, TX","About Us:

Staff IT Enterprises leverages over 15 years of experience in excellence to empower our Clients and Candidates. We navigate through the ever-evolving world that is Information Technology expertly and comprehensively by creating Innovative Talent Acquisition Solutions. We offer full-service solutions that enable our clients to catapult their growth and maximize their organization's potential.

Job Summary:

Designs, develops, and implements algorithmic solutions for time series, streaming data, and big data at rest
Works with functional consulting teams across business domains, including Communications, Media, Entertainment, Oil & Gas, Manufacturing, Retailing, and Financial Services
Develops reusable, maintainable and effective predictive and behavioral models through rapid, iterative, Agile development using machine learning techniques
Contributes to Hitachi Solutions through a full Agile Software Development Life Cycle methodology
Works closely with industry Subject Matter Experts, Data Architects and Solution Architects to understand business problems, identify data sources, develop analysis and predictive models and configure visualization software to communicate results
Applies intellectual curiosity and deep analytical thinking to mine large data sets for hidden gems of insight and correlation
Actively seeks new methodologies, algorithms, tools and technologies to improve existing models and build new state-of-the-art models

Qualifications/Requirements:

Advanced degree in a quantitative field such as Mathematics, Physics, Physical Chemistry, Statistics, Actuarial Science, Engineering, Economics, or related field from a four-year college or university.
5 to 10 years of experience as a data scientist or similar role in a consultancy, industrial or government scientific or engineering laboratory, manufacturing company, industrial engineering company, or financial services firm.
Extensive experience applying machine learning algorithms, predictive modeling, data mining, and statistical analysis to solve business problems.
Dexterity and nimbleness with the Microsoft Office/VBA stack
Fluency with analytical software including R, Python, Stata, MatLab, SAS, and/or SPSS
Working knowledge of ETL tools such as Pentaho, Informatica, Lavastorm, Alteryx, or Talend
Working knowledge of Big Data environments and frameworks including HDFS, Spark, Impala, Hive, HBase, Cloudera, Azure, and GCP

Travel:

Regular and expeditious travel throughout the United States and occasionally overseas is required to meet client needs and timetables
Available to be stationed at and work from an out-of-town client site for an extended period of time

Staff IT Enterprises is an Equal Opportunity Employer committed to providing a non-discriminatory environment for its employees."
108, Chase,Data Scientist - AWM Production and Infrastructure,https://www.glassdoor.com/partner/jobListing.htm?pos=909&ao=133122&s=58&guid=000001676bafd1fdb6dbbabe4b13431f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1b28f849&cb=1543699944399&jobListingId=3027486212," – Plano, TX","Asset and Wealth Management Production and Infrastructure (AWMP&I) technology team develops and manages the suite of applications, infrastructure components and systems that support financial accounting, client reporting, business profitability analysis, information websites, investment engines, pricing databases, decision-making and data processing. The technologies and business applications we support and provide oversight for include business applications, data centers, servers, desktops, networks, communications systems, contingency sites and much more. 
 
AWMP&I is comprised of a global management team who specialize in:

Production Support (Application Services Delivery)
Technology Infrastructure Architecture and Engineering
Distributed Computing Infrastructure Support
End User Technology
Infrastructure Solutions Management
We're looking for an individual to apply data analytics/data scientist techniques to drive better discussions and help solve difficult problems. This person must be creative, self-motivated, persistent, and innovative. The issues faced will be diverse and involve financial modeling, inventory analysis, cost optimization, and forecasting. Success in this role will be defined by the individual's ability to understand data about technology infrastructure stored in disparate data stores and produce useful outputs that save costs, allow for smarter decisions, predict future demand, and address capacity issues. 
 
Responsibilities:

Use data about the firm's infrastructure to drive better decisions, lower costs, help infrastructure groups understand their infrastructure better.
Work cross team to define problem statements, collect data, build analytics models
Create data drive optimization models for technology infrastructure
Leverage tools like R, R Studio, Python, Hadoop, SQL.
Further leverage machine learning techniques and algorithms like k-NN, Naïve Bayes, SVM, Decision Forests to improve the process
Qualifications

BS/BA degree or equivalent experience
Proficient knowledge in the following key areas: Infrastructure Architecture (database, middleware, SAN, networks, virtualization, etc.).
Proficiency in query languages like SQL, JSON, Hive, etc.
Ability to work independently with little oversite.
Good experience in operationalizing data governance and data quality.
Our Asset and Wealth Management division is driven by innovators like you who are driven to create technology solutions that make us work more efficiently and help our businesses grow. It’s our mission to efficiently take care of our clients’ wealth, helping them get, and remain properly invested. Across 27 cities, our team of 4,600 agile technologists thrive in a cloud-native environment that values continuous learning using a data-centric approach in developing innovative technology solutions.When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world. At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you."
109, CitiGroup,Big Data Programmer/Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=815&ao=3839&s=58&guid=000001676baf9ea18c18a54b96fc2aa8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_38b0daa0&cb=1543699931231&jobListingId=3032745428," – Irving, TX","The Big Data Programmer/Data Analyst will develop and manage a comprehensive CI/CD Telemetry portal, providing capabilities and services for Citi’s Global Consumer Bank (GCB). This role will enable a culture of learning and continuous improvement using actionable metrics throughout Citi’s GCB development team. This person will be part of a team designing and developing a custom telemetry portal Hadoop, Splunk, and other big data technologies. The portal will provide GCB development and management teams with real-time insights into their practices, including the CI/CD pipeline, environment health and uptime, project health, application performance and infrastructure performance.

The key responsibility for this role will be Hadoop development in support of synchronizing Splunk data with a Hadoop data source. The person filling this role will also help identify relevant data, analyze, and interpret data so that the GCB team can leverage complex data models and noisy data sources to better identify bottlenecks and opportunities of improvement within the CI/CD pipeline. Knowledge and understanding of statistical techniques suitable for analysis of complex data sets is a definite plus. Proven experience in predictive analytics and metrics formulation. Familiarity with the design and implementation of data telemetry systems. The ideal person will be a multi-talented developer who understands that everything done in technology space must be measured, can be measured and should be measured.

Key Responsibilities:

Hadoop Development
Big data analysis
Development support for the comprehensive Business Intelligence - Telemetry Portal.
Collaborate with Product Architecture, Product Owner and key stakeholders to devise and develop cutting-edge solutions.
Be an active member of the product development scrum team.
Development Value:

The job offers the opportunity for the candidate to advance in a technology development role, with exposure to multiple cutting edge technologies, including Java development, Angular UI development, Big Data (Splunk / Hadoop) and eventually machine learning / AI. The position will provide a wide exposure to customers and requirements across Global Consumer Technology.
Essential Skills:



Hadoop or similar technologies
Exposure to Splunk or similar technologies
Capable of guiding and inspiring team members, peers and stakeholders to drive the best possible practices

Preferred Skills
Java Microservices development
Some experience with Data Science, Machine Learning, and/or Artificial Intelligence
UI / Angular / HTML
Knowledge of SDLC, CI/CD and ALM tools (incl. JIRA, HP ALM, Jenkins, ServiceNow).
Proven technical ability with a range of BI and development tools & languages.
Ability to think out-of-the-box and give pleasant surprises to end users over the data telemetry served .
Proven technical ability with a variety of reporting analytics and data visualization tools such as Qlikview, Tableau, BI Cognos, SQL, Python and R is a plus.
Knowledge and understanding of statistical techniques suitable for analysis of complex data sets is a plus
Familiarity with the design and implementation of data telemetry systems and metrics formulation is a plus
Microservice development in SpringCloud.
Defining and gathering metrics and KPI through automation.

Knowledge/Experience:
BS Degree in engineering, science, mathematics, information systems or computer science; or the equivalent in experience and evidence of exceptional ability.
8 or more years’ experience in enterprise level IT projects.
Experience with application / product development, including on-time and in-budget delivery.
Experience with BI / Big-data solutions (Splunk / Hadoop).
Experience in and understanding of a wide variety of telemetric processes (governance, measurement, etc.).
Experience working within an agile software development environment.
Experience in designing, deploying and maintaining telemetry infrastructure on private and/or public clouds is a plus.
Bachelor degree in computer science or other related or equivalent work experience.

Competencies
Excellent thought leadership in big data and IT development.
Strong customer and quality-focus is a must.
Sound problem resolution, judgment, decision-making and influencing skills required.
Excellent organizational, interpersonal, and communication skills.
Ability to deal with conflicting ideas with emotional intelligence.
Excellent English communication skills both written and oral.
Hard working and self-motivated. Able to work effectively under pressure.
Ability to manage multiple activities and changing priorities.

This position is located in Irving TX and Jacksonville Florida.


We have set aside limited financial assistance relocation will be provided for out-of-state candidates."
110," Iconma, L.L.C.",Senior Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=826&ao=189299&s=58&guid=000001676baf9ea18c18a54b96fc2aa8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_152db5f1&cb=1543699931245&jobListingId=3029999515," – Irving, TX","Senior Data Analyst

Location: Irving, TX

Duration: 6 Months

Job Description:

The Data Analyst Sr position plays a key role in facilitating data requirement meetings with business and technical stakeholders and resolve conflicts to drive decisions. This person will participate in all IT and Business related discussions in understanding the data generation (upstream) and data consumption (downstream).
This position is critical to driving the strategic value in laying strong foundational models, providing clear directional path to Data Integration (ETL) team to develop jobs; in helping Database Administrators (DBA) in ease of maintenance and in operations such as loading and extracting data into those; and in providing inputs to the Architecture team for designing the solution.

Essential job functions:

Establish and maintain comprehensive data model documentation including detailed descriptions of business entities, attributes, and data relationships
Be able to analysis on data and access patterns to determine constraints.
Provide data mappings requirements, user interface specifications, processing logic as per business requirements to the ETL team.
Understands the flow of data, business processes/technical interfaces that would be created or impacted.
Document purpose and driver behind each of the models.
Document logical, physical models complete with business definitions .
Maintain the data dictionary, business data glossary, naming conventions, standards and abbreviations and their intended meanings in a central repository
Identifies and document sources of existing data as well as the new data. Understands use of master and reference data including sources and contributors
Consult, discussion with business partners, peer Data Architects, Engineers in understanding the requirements, setting and managing expectations in relation to deliverables
Ability to prioritize and handle multiple projects.
Have joint accountability with data stewards and data architects on the projects to ensure conformance to enterprise data governance policies around information risk and data protection guidelines. Data analysts should be familiar with common policies around data masking and protection schemes.
Be able to provide best approaches to data storage in terms of achieving separable Business data vs non-business data (Natural keys vs Surrogate keys)
Present the model, access path and lineage as needed (into such formats as excel, if required)
Be able to participate in Business discussion and prepare initial source-to-target mappings
Have working knowledge in Agile environments and adopt to multiple itineraries running in concurrency. Must be able to document user stories and take it forward with the development team to implement stories.
Other related duties as assigned (to data modeling, data access)
Maintains data dictionary by revising and entering definitions.

Education / experience requirements:



Senior level knowledge in Core Competencies:

Hands-on experience in developing data models, and data warehouses, development knowledge
Locate data sets and prepares data or defines the specifications to prepare data from multiple sources: scripting, database management and queries
Must have good knowledge and experience with industry leading Modeling tools
Good hands-on experience in working with relational databases (in creating DDLs and Access paths DCL).

Preferred knowledge in:

SQL Server, Netezza, Oracle, MySQL, ETL ,BI
Demonstrated superior competence in soft skills associated with core competencies such as documentation, communication, leadership, facilitation, team management & customer relationships.
Ability to clearly communicate outcomes, technical artifacts and status to senior management team.
Must have familiarity and deep knowledge of modeling multi-source (Systems of Record SOR) integration (into single 'source of truth') type data architecture
Must have knowledge of and working experiencing in modeling ""SCD type 2"" for tracking historical changes
Highly skilled in managing all aspects of all sizes and complexities of multiple projects simultaneously across the software development life cycle phases (SDLC)
Knowledge of Finance industry especially Mortgage industry is a plus
Strong track record of interviewing business partners, setting and managing expectations in relation to deliverables and requirements
Solid understanding of Agile development methodologies and software project life cycle and associated methodologies
Development experience in SQL / ETL / BI ( package , stored procedure ) is preferred.
Strong analytical skills with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy
Knowledge of Finance-Mortgage industry is preferable
Experience with standard systems analysis tools and procedures
Excellent problem solving skills and analytical skills
Excellent verbal and written communication skills with the ability to establish deep understanding of clients' business issues
Excellent customer servicing skills
When required, be able to lead teams and implementing measures and processes
Proven ability to confirm testing objectives, verify requirements are testable and trace testability back to requirements
Minimum 5+ years of experience as a data analyst with modeling experience


Skills:Category Name Required Experience



Areas of Expertise


Analysis Yes 6 + YearsSDL2017"
